bbl,facsubgrp,factype,id,facname,latitude,longitude
1009620100,MENTAL HEALTH,EMERGENCY MENTAL HEALTH,3077,BELLEVUE HOSPITAL CENTER CPEP,40.7391658295993,-73.9750002674713
1009620100,MENTAL HEALTH,INPATIENT MENTAL HEALTH,3078,BELLEVUE HOSPITAL CENTER INPATIENT TREATMENT PROGRAM,40.7391658295993,-73.9750002674713
1009620100,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,3075,BELLEVUE HOSPITAL CENTER CHILD & ADOLESCENT CLINIC,40.7391658295993,-73.9750002674713
1010290014,PROPRIETARY SCHOOLS,LICENSED PRIVATE SCHOOLS,17592,MANHATTAN CAREER INSTITUTE,40.766473,-73.981267
1010290014,PROPRIETARY SCHOOLS,REGISTERED BUSINESS SCHOOLS,17591,MANHATTAN CAREER INST (5002),40.766473,-73.981267
1010850036,CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL - INPATIENT,1333,ADDICTION CARE INTERVENTIONS MSW-IP,40.7689598781447,-73.9889773526752
1010850036,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,1334,ADDICTION CARE INTERVENTIONS OP,40.7689598781447,-73.9889773526752
1013050001,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,8941,CROSSROADS COMMUNITY SERVICES INC.,40.7572135072337,-73.9730015062216
1013050001,SOUP KITCHENS AND FOOD PANTRIES,SOUP KITCHEN,8940,CROSSROADS COMMUNITY SERVICES,40.7572135072337,-73.9730015062216
1014800001,CHEMICAL DEPENDENCY,INPATIENT REHABILITATION,19513,NEW YORK & PRESBYTERIAN HOSPITAL IP,40.7647066313349,-73.9539543802022
1014800001,CHEMICAL DEPENDENCY,MEDICAL MAINTENANCE,19514,NEW YORK & PRESBYTERIAN HOSPITAL OMM,40.7647066313349,-73.9539543802022
1014800001,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,19515,NEW YORK & PRESBYTERIAN HOSPITAL OTP,40.7647066313349,-73.9539543802022
1014800001,MENTAL HEALTH,INPATIENT MENTAL HEALTH,19827,NEW YORK WEILL CORNELL CENTER INPATIENT PROGRAM,40.7647066313349,-73.9539543802022
1014800001,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,19826,NEW YORK WEILL CORNELL CENTER CHILD AND ADOLESCENT CLINIC,40.7647066313349,-73.9539543802022
1015000001,MUSEUMS,MUSEUM,27169,SOLOMON R. GUGGENHEIM FOUNDATION,40.782999822487,-73.9588843796817
1015000001,MUSEUMS,PUBLIC MUSEUMS AND SITES,27170,SOLOMON R. GUGGENHEIM MUSEUM,40.782999822487,-73.9588843796817
1015200066,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,5558,CARNEGIE HILL INSTITUTE OTP,40.7835153017593,-73.9538080267272
1015200066,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,5557,CARNEGIE HILL INSTITUTE OP,40.7835153017593,-73.9538080267272
1015240023,AFTER-SCHOOL PROGRAMS,BEACON AFTER-SCHOOL PROGRAMS,24239,PS 198,40.7850121101195,-73.9500305407905
1015240023,AFTER-SCHOOL PROGRAMS,TEEN ACTION PROGRAM AFTER-SCHOOL PROGRAMS,24240,PS 198 ISADOR E IDA STRAUS,40.7850121101195,-73.9500305407905
1015960001,DAY CARE,DAY CARE,9931,EAST CALVARY DAY CARE CENTER,40.7986084833153,-73.9484131904794
1015960001,DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,9932,EAST CALVARY DAY CARE CENTER INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,40.7986084833153,-73.9484131904794
1016100001,CHARTER K-12 SCHOOLS,CHARTER SCHOOL,5436,CAPITAL PREP (CP) HARLEM CHARTER,40.79310625208,-73.9513946037277
1016100001,CHARTER K-12 SCHOOLS,CHARTER SCHOOL,5438,CAPITAL PREPARATORY BRONX CHARTER,40.79310625208,-73.9513946037277
1016100001,CHARTER K-12 SCHOOLS,SECONDARY SCHOOL - CHARTER,5437,CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,40.79310625208,-73.9513946037277
1016210050,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,18957,MT. ZION AME CHURCH OUTREACH PROGRAM,40.7996970585047,-73.9447262060526
1016210050,SOUP KITCHENS AND FOOD PANTRIES,SOUP KITCHEN,18956,MT. ZION AME CHURCH,40.7996970585047,-73.9447262060526
1016260001,DAY CARE,DAY CARE,16693,LEXINGTON CHILDRENS CTR,40.7880156643054,-73.9507750588379
1016260001,DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,16692,LEXINGTON CHILDREN'S CENTER INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,40.7880156643054,-73.9507750588379
1016380057,CHARTER K-12 SCHOOLS,CHARTER SCHOOL,13260,HARBOR SCI & ARTS CHARTER SCHOOL,40.7954330825215,-73.9444179843968
1016380057,CHARTER K-12 SCHOOLS,K-8 SCHOOL - CHARTER,13261,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,40.7954330825215,-73.9444179843968
1016550038,CHARTER K-12 SCHOOLS,CHARTER SCHOOL,1876,AMBER CHARTER SCHOOL EAST HARLEM,40.7909296142363,-73.9439078436363
1016550038,CHARTER K-12 SCHOOLS,ELEMENTARY SCHOOL - CHARTER,1875,AMBER CHARTER SCHOOL,40.7909296142363,-73.9439078436363
1016690001,CHEMICAL DEPENDENCY,MEDICAL MANAGED DETOXIFICATION,18220,METROPOLITAN HOSPITAL CENTER MMD,40.7850625764034,-73.9449351487443
1016690001,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,18221,METROPOLITAN HOSPITAL CENTER OTP,40.7850625764034,-73.9449351487443
1016690001,MENTAL HEALTH,INPATIENT MENTAL HEALTH,18225,METROPOLITAN HOSPITAL MENTAL HEALTH CENTER,40.7850625764034,-73.9449351487443
1016690001,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,18226,METROPOLITAN HOSPITAL PACT (TEAM 1),40.7850625764034,-73.9449351487443
1016930001,CHARTER K-12 SCHOOLS,CHARTER SCHOOL,25250,RENAISSANCE CHARTER HS-INNOVATION,40.7852570336155,-73.9422801984979
1016930001,CHARTER K-12 SCHOOLS,HIGH SCHOOL - CHARTER,25249,RENAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,40.7852570336155,-73.9422801984979
1017090016,DAY CARE,DAY CARE,9968,EAST HARLEM COUNCIL HS 1,40.7951389904382,-73.9341053005848
1017090016,DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,9967,EAST HARLEM COUNCIL FOR HUMAN SERVICES INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,40.7951389904382,-73.9341053005848
1017220069,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,29203,"THE BRIDGE, INC. OP",40.8073780360681,-73.945292227191
1017220069,CHEMICAL DEPENDENCY,OUTPATIENT REHABILITATION,29204,"THE BRIDGE, INC. OP R",40.8073780360681,-73.945292227191
1017330001,MENTAL HEALTH,EMERGENCY MENTAL HEALTH,13343,HARLEM HOSPITAL CENTER - MOBILE CRISIS MANAGEMENT,40.8141023919129,-73.9397096323143
1017330001,MENTAL HEALTH,INPATIENT MENTAL HEALTH,13342,HARLEM HOSPITAL CENTER - MARTIN LUTHER KING PAVILION,40.8141023919129,-73.9397096323143
1017740067,HEALTH PROMOTION AND DISEASE PREVENTION,HARM REDUCTION SERVICES,19660,NEW YORK HARM REDUCTION EDUCATORS INC HARM REDUCTION SERVICES,40.8052806746244,-73.9380619298051
1017740067,HEALTH PROMOTION AND DISEASE PREVENTION,HIV PREVENTION SERVICES,19659,"NEW YORK HARM REDUCTION EDUCATORS INC DEMONSTRATION PROJECTS FOR INNOVATIVE, HIGH-IMPACT HIV PREVENTION INTERVENTIONS AND STRATEGIES",40.8052806746244,-73.9380619298051
1017750001,HEALTH PROMOTION AND DISEASE PREVENTION,GENERAL PREVENTIVE CARE (PC),2394,ASSOCIATION TO BENEFIT CHILDREN GENERAL PREVENTIVE CARE (PC),40.8056918707119,-73.9380191850004
1017750001,HEALTH PROMOTION AND DISEASE PREVENTION,PREVENTIVE SERVICES,2395,ASSOCIATION TO BENEFIT CHILDREN PREVENTIVE SERVICES,40.8056918707119,-73.9380191850004
1017750001,MENTAL HEALTH,EMERGENCY MENTAL HEALTH,6264,CHILDREN'S MOBILE CRISIS TEAM,40.8056918707119,-73.9380191850004
1017750001,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,6265,CHILDREN'S MOBILE MENTAL HEALTH CLINIC,40.8056918707119,-73.9380191850004
1017860026,CHEMICAL DEPENDENCY,METHADONE KEEP,30797,UNIT II KEEP,40.8006683794383,-73.9355022486056
1017860026,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,30796,UNIT I OTP,40.8006683794383,-73.9355022486056
1017860026,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,30798,UNIT II OTP,40.8006683794383,-73.9355022486056
1018230034,CHEMICAL DEPENDENCY,820 REHAB AND REINTEGRATION,8879,"CREATE, INC. RR",40.8006710378593,-73.9511157992067
1018230034,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,8878,"CREATE, INC. OP",40.8006710378593,-73.9511157992067
1018250017,CHARTER K-12 SCHOOLS,CHARTER SCHOOL,27013,SISULU-WALKER CHARTER SCHOOL,40.8020978514347,-73.9513590664226
1018250017,CHARTER K-12 SCHOOLS,ELEMENTARY SCHOOL - CHARTER,27014,SISULU-WALKER CHARTER SCHOOL OF HARLEM,40.8020978514347,-73.9513590664226
1018310029,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","HEALTHY FAMILIES FAMILY SUPPORT,NDA PROGRAMS",9781,DUNLEVY MILBANK CENTER,40.803058121635,-73.9533427760483
1018310029,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",9782,DUNLEVY MILBANK ELEMENTARY,40.803058121635,-73.9533427760483
1018310060,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,8375,COMMUNITY KITCHEN AND FOOD PANTRY (PANTRY),40.8039582048773,-73.9549799544435
1018310060,SOUP KITCHENS AND FOOD PANTRIES,SOUP KITCHEN,8374,COMMUNITY KITCHEN AND FOOD PANTRY (KITCHEN),40.8039582048773,-73.9549799544435
1018360001,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,11881,FRED DOUG HIGH SCHOOL,40.7974031711773,-73.9637633018271
1018360001,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",11882,FRED DOUGLAS ELEMENTARY,40.7974031711773,-73.9637633018271
1018670001,CHEMICAL DEPENDENCY,COMMUNITY RESIDENTIAL,28070,ST. LUKE'S-ROOSEVELT HOSP HLFWY HSE CR,40.805696,-73.96148
1018670001,CHEMICAL DEPENDENCY,INPATIENT REHABILITATION,28071,ST. LUKE'S-ROOSEVELT HOSP IP,40.805696,-73.96148
1018670001,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,28069,ST. LUKE'S-ROOSEVELT HOSP CENTER OTP,40.805696,-73.96148
1018670001,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,28072,ST. LUKE'S-ROOSEVELT HOSP OP,40.805696,-73.96148
1018670001,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,30528,TRINITY HOUSE OP,40.805696,-73.96148
1018670001,CHEMICAL DEPENDENCY,OUTPATIENT REHABILITATION,30529,TRINITY HOUSE OP R,40.805696,-73.96148
1018950067,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,8371,COMMUNITY IMPACT FOOD PANTRY,40.8069469837334,-73.9658848068118
1018950067,SOUP KITCHENS AND FOOD PANTRIES,SOUP KITCHEN,8372,COMMUNITY IMPACT SOUP KITCHEN,40.8069469837334,-73.9658848068118
1019060011,CHARTER K-12 SCHOOLS,CHARTER SCHOOL,12105,FUTURE LEADERS INST CHARTER SCHOOL,40.8061715517516,-73.9484533908882
1019060011,CHARTER K-12 SCHOOLS,K-8 SCHOOL - CHARTER,12106,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,40.8061715517516,-73.9484533908882
1019080046,CHARTER K-12 SCHOOLS,CHARTER SCHOOL,19246,NEIGHBORHOOD CHARTER SCHOOL OF HARLE,40.8074684012861,-73.9474096438523
1019080046,CHARTER K-12 SCHOOLS,ELEMENTARY SCHOOL - CHARTER,19247,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,40.8074684012861,-73.9474096438523
1019100001,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,17688,MANHATTAN PC 125TH STREET CLINIC,40.8092169251432,-73.9474147592097
1019100001,MENTAL HEALTH,SUPPORT MENTAL HEALTH,17687,MANHATTAN PC - HHCM,40.8092169251432,-73.9474147592097
1019100001,MENTAL HEALTH,SUPPORT MENTAL HEALTH,17689,MANHATTAN PC MANHATTAN AND BRONX - HHCM,40.8092169251432,-73.9474147592097
1019130020,DAY CARE,DAY CARE,32087,WEST HARLEM 1,40.8103240934631,-73.9450178208048
1019130020,DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,32088,WEST HARLEM COMMUNITY ORGANIZATION INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,40.8103240934631,-73.9450178208048
1019210010,CHEMICAL DEPENDENCY,INPATIENT REHABILITATION,10324,"ELEV8 CENTER NEW YORK, LLC IP",40.8157194399517,-73.9420604506677
1019210010,CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL - INPATIENT,10325,"ELEV8 CENTER NEW YORK, LLC MSW IP",40.8157194399517,-73.9420604506677
1019640012,CHARTER K-12 SCHOOLS,CHARTER SCHOOL,16114,KIPP STAR COLLEGE PREP CHARTER,40.8108031215601,-73.9560920987301
1019640012,CHARTER K-12 SCHOOLS,K-12 ALL GRADES SCHOOL - CHARTER,16115,KIPP STAR COLLEGE PREP CHARTER SCHOOL,40.8108031215601,-73.9560920987301
1019780001,SENIOR SERVICES,NORC SERVICES,18643,MORNINGSIDE RETIREMENT AND HEALTH SERVICES INC NORC SITES,40.8131253414527,-73.9593143467114
1019780001,SENIOR SERVICES,SENIOR SERVICES,18642,MORNINGSIDE RETIREMENT & HEALTH SERVICES INC,40.8131253414527,-73.9593143467114
1020230033,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,14929,IRIS HOUSE WEST SIDE FOOD PANTRY,40.8171197262852,-73.9428389929569
1020230033,SOUP KITCHENS AND FOOD PANTRIES,SOUP KITCHEN,14930,IRIS HOUSE WESTSIDE SOUP KITCHEN,40.8171197262852,-73.9428389929569
1021080023,DAY CARE,DAY CARE,30938,"UNITED FEDERATION OF BLACK COMMUNITY ORGANIZATION, INC.",40.83331489754,-73.9398887663928
1021080023,DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,30939,UNITED FEDERATION OF BLACK COMMUNITY ORGANIZATIONS INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,40.83331489754,-73.9398887663928
1021110024,CHARTER K-12 SCHOOLS,CHARTER SCHOOL,32190,WHIN MUSIC COMMUNITY CHARTER SCHOOL,40.8368053726315,-73.9372636576719
1021110024,CHARTER K-12 SCHOOLS,ELEMENTARY SCHOOL - CHARTER,32189,WHIN MUSIC COMMUNITY,40.8368053726315,-73.9372636576719
1021110058,DAY CARE,DAY CARE,25246,RENA DAY CARE CENTER,40.8377926181559,-73.9368291964124
1021110058,DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,25247,RENA DAY CARE INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,40.8377926181559,-73.9368291964124
1021140058,DAY CARE,DAY CARE,19997,NORTHERN MANHATTAN PERINATAL,40.8325642618508,-73.9446289778586
1021140058,DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,19998,NORTHERN MANHATTAN PERINATAL PARTNERSHIP INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,40.8325642618508,-73.9446289778586
